iso2c,country,year,SP.POP.TOTL,EN.ATM.CO2E.PC,NY.GDP.PCAP.KD,iso3c,region,capital,longitude,latitude,income,lending
NR,Nauru,2012,10279,3.92421441774492,5889.21434830653,NRU,East Asia & Pacific,Yaren District,166.920867,-0.5477,Upper middle income,IBRD
NR,Nauru,2013,10821,4.06653728860549,7508.30367897155,NRU,East Asia & Pacific,Yaren District,166.920867,-0.5477,Upper middle income,IBRD
NR,Nauru,2014,11853,4.02185100818358,9358.15552379708,NRU,East Asia & Pacific,Yaren District,166.920867,-0.5477,Upper middle income,IBRD
NR,Nauru,2015,12475,NA,9141.25253714226,NRU,East Asia & Pacific,Yaren District,166.920867,-0.5477,Upper middle income,IBRD
NR,Nauru,2008,9891,4.44889293296937,4034.42802622171,NRU,East Asia & Pacific,Yaren District,166.920867,-0.5477,Upper middle income,IBRD
NR,Nauru,1995,10628,10.0059277380504,NA,NRU,East Asia & Pacific,Yaren District,166.920867,-0.5477,Upper middle income,IBRD
NZ,New Zealand,1995,3673400,7.38610905428214,26672.5508762485,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,1998,3815000,7.87131402359109,27371.492201869,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,1999,3835100,8.51085160752001,28713.5650232754,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,1996,3732000,7.67495632368703,27204.4072185888,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,1997,3781300,8.20427366249702,27398.4560128453,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2002,3948500,8.4085141192858,31084.0743514696,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2003,4027200,8.46272794994041,31867.3037812542,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2004,4087500,8.45361247706422,32663.7153170626,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2005,4133900,8.2584895619149,33369.805500499,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2006,4184600,7.99280863164938,33903.0348708155,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2007,4223800,7.96377456318955,34600.4452270596,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2008,4259800,8.02904103479037,33961.9016916191,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2009,4302600,7.52729605354902,33552.2125308694,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2010,4350700,7.3050058611258,33692.0108346543,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2011,4384000,7.18594822080292,34216.5583336267,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2012,4408100,7.74727683128786,34786.9739815484,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2000,3857700,8.54939419861576,29374.1129985752,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2001,3880500,8.87715449040072,30214.6350713255,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2015,4595700,NA,36770.4559297139,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2014,4509700,7.68657582544293,36174.90523473,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
NZ,New Zealand,2013,4442100,7.53195740753247,35409.7547882793,NZL,East Asia & Pacific,Wellington,174.776,-41.2865,High income,Not classified
OE,OECD members,1996,1125172255,10.8706124316939,29621.740642942,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,1997,1133422874,10.9080015867052,30414.0296429452,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,1995,1116879852,10.6361728638292,28958.0706164839,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2000,1157244082,11.0802144305111,32872.4582776296,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2001,1165497846,10.9591714620809,33096.7611715157,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,1998,1141378668,10.8241106763001,31052.296845199,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,1999,1149382451,10.872862481176,31827.0300613106,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2004,1190571071,11.0743010855502,34641.0306113289,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2005,1198888103,11.0141574421812,35368.9622412222,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2002,1173879536,10.9365128799724,33364.250125682804,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2003,1182206361,11.0282523974679,33803.8086252714,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2008,1225804612,10.6566753323653,36709.0051807262,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2009,1234364086,9.94029812934788,35190.4414078483,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2010,1242305166,10.1838923142657,35986.0192337672,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2011,1248401283,9.99067013534942,36461.1271004424,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2012,1255999390,9.78128639298145,36697.7696831246,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2013,1263923670,9.70932565967374,37005.739743167,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2014,1272182261,9.55139127348671,37514.1524520915,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2015,1280301380,NA,38177.7462665206,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2007,1216472640,10.9303535129241,36898.609866293,OED,Aggregates,,,,Aggregates,Aggregates
OE,OECD members,2006,1207587551,10.9185169962058,36194.0712089249,OED,Aggregates,,,,Aggregates,Aggregates
OM,Oman,1996,2236654,6.75311112045046,16549.0618386247,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,1997,2249762,6.88327965358113,17445.3125710142,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,1995,2204277,7.21163674075445,16295.7791526904,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2000,2267973,9.65428468504696,18698.5481488105,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2001,2294962,8.83929407110009,19306.9482692019,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2002,2334858,10.9090068860719,18768.1933204914,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2003,2386166,13.5743326323483,17874.4879646406,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2004,2445517,11.444019403668,17666.0398517917,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2005,2511251,11.9037818202959,17632.0660750634,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2006,2580758,15.345724008217701,18078.8811524171,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2007,2657158,16.4446269284702,18340.9192890016,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2008,2750963,15.5239754224248,19168.1310311239,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2009,2876186,14.2909405024571,19454.2238192721,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2010,3041434,15.5906644694575,19281.1656336502,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,1998,2251864,7.35398407719116,17889.5620953386,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,1999,2254904,9.18333951245818,17843.1465706622,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2012,3498029,16.9122986115896,18125.7563406129,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2013,3764805,16.3031673619218,17577.7638034153,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2014,4027260,15.1887951113164,16884.2834134786,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2015,4267348,NA,16689.8332167705,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
OM,Oman,2011,3251108,16.6188197992807,17837.6718519649,OMN,Middle East & North Africa,Muscat,58.5874,23.6105,High income,Not classified
PA,Panama,1995,2739668,1.08952544614895,4786.35557709317,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,1997,2853913,1.97874987779936,5091.18307009202,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,1998,2912316,2.0423175232358,5355.35925519474,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,1999,2971196,1.90804712984266,5454.85572454209,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,1996,2796291,1.65365013870159,4880.75015121813,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2001,3089648,2.26810206211193,5419.10941913076,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2002,3149188,1.86424786325872,5435.16938307052,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2003,3209048,1.91746150260139,5558.09649894838,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2000,3030328,1.91074794543693,5493.642370019,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2005,3330217,2.05360641663892,6172.8663311685,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2006,3391666,2.17317094312942,6585.45694066376,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2007,3453675,2.08424967606969,7242.24887364638,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2008,3516204,2.09724378904068,7814.53724481353,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2009,3579215,2.40251423845732,7772.38875590225,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2010,3642687,2.51567949703063,8082.02845866252,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2011,3706483,2.72466324545398,8841.56127732431,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2012,3770624,2.6822048552176,9541.06021262127,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2013,3835437,2.79463357108981,10027.3462310214,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2014,3901315,2.25585475666538,10357.504182008,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2015,3968487,NA,10765.9102941448,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PA,Panama,2004,3269356,1.77553652768313,5865.94164397528,PAN,Latin America & Caribbean,Panama City,-79.5188,8.99427,High income,IBRD
PE,Peru,1995,24299160,0.982880519326594,3107.11435588466,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,1997,25210954,1.08987668614206,3277.9557355751,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,1998,25658062,1.08374751764182,3208.22449862094,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,1999,26078293,1.12576394474899,3203.71375707154,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2000,26459944,1.1450044641062,3242.57915732832,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2001,26799285,1.01365152092677,3221.30254730122,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2002,27100968,1.00317959122346,3359.16268724949,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2003,27372226,0.963765168386378,3464.39687811052,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2004,27624213,1.1546235181433,3602.99972514727,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2005,27866145,1.33264608362585,3796.20339984392,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2006,28102056,1.24107777025282,4047.7480360416,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2007,28333052,1.51608227733461,4356.73896501969,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2008,28562317,1.43599677155043,4716.1972623181,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,1996,24753824,0.985270679794766,3135.41459583504,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2011,29264318,1.69601919306645,5360.2266324006,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2012,29506788,1.86638430452003,5642.57811515525,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2013,29773987,1.91959048010601,5919.20956823756,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2014,30090359,2.05198435817931,5996.49696468919,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2015,30470734,NA,6114.22721428779,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2009,28792655,1.79576006450256,4729.73597651642,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PE,Peru,2010,29027674,1.98410323886096,5082.35475666351,PER,Latin America & Caribbean,Lima,-77.0465,-12.0931,Upper middle income,IBRD
PF,French Polynesia,1997,226866,1.9881383724313,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,1998,231570,1.93191691497171,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,1995,218071,1.96742803949173,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,1996,222322,1.94630310990365,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2001,244931,2.76973923268186,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2002,248972,2.84261282393201,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,1999,236221,2.095685819635,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2000,240686,2.36152081965715,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2005,258780,3.17415565345081,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2006,261010,3.16108578215394,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2007,262721,3.11258331081261,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2008,264061,3.19399684163886,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2009,265254,3.19345608360289,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2010,266455,3.22034865174232,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2011,267698,3.10950772885864,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2012,268998,3.02631989828921,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2013,270328,3.03856056346364,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2014,271705,2.9556798733921,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2015,273124,NA,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2003,252703,3.04733224378025,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PF,French Polynesia,2004,255992,2.97953061033157,NA,PYF,East Asia & Pacific,Papeete,-149.57,-17.535,High income,Not classified
PG,Papua New Guinea,1997,5446641,0.47330106757541,1845.78398296477,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,1998,5581762,0.513086548656141,1733.21642938823,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,1999,5716161,0.427890152149318,1723.86945516225,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2000,5847586,0.455899066725996,1643.08412576665,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2001,5974629,0.537041714221921,1606.1955026128,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2002,6098621,0.571820580423017,1571.03933225238,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2003,6223377,0.634011405704652,1572.86307388513,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2004,6354245,0.706363698598339,1582.38826272703,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2005,6494903,0.675257505770294,1646.34398612659,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2006,6646895,0.648231241805384,1695.72731164819,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2007,6808514,0.898907309289516,1784.85297934636,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,1995,5187060,0.397306759513096,1872.11810918277,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,1996,5314248,0.41194897189593,1968.63071447196,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2010,7310507,0.65158722917576,1949.35251706997,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2011,7472200,0.713063221005862,1928.29267798695,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2012,7631002,0.665547591259968,1976.09878164028,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2013,7788379,0.7942896718303,2010.2258606273,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2014,7946731,0.795074226118891,2237.00385742067,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2015,8107775,NA,2400.50393619843,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2008,6976201,0.687542689782017,1736.78630762644,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PG,Papua New Guinea,2009,7144776,0.712893308341647,1811.13039858732,PNG,East Asia & Pacific,Port Moresby,147.194,-9.47357,Lower middle income,Blend
PH,Philippines,1995,69784088,0.869981305767011,1507.69888677137,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,1996,71401749,0.870608701756031,1559.68215221074,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,1999,76325927,0.906109139034761,1572.89144657053,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2000,77991755,0.939932650573128,1607.19778266555,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,1997,73030884,0.974356752959474,1603.96062214232,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,1998,74672014,0.927258959427557,1559.66199351904,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2003,83051971,0.860013617256597,1689.5728950008,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2004,84710542,0.874342959581111,1767.43790087649,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2005,86326250,0.866856477606753,1817.21986692869,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2006,87888675,0.770210951524756,1878.49693319814,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2007,89405482,0.807223733775072,1968.8124233261,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2008,90901965,0.86751518517779,2016.81465548863,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2009,92414158,0.839352461556811,2006.5938426792,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2010,93966780,0.903181400916366,2124.05676974627,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2011,95570047,0.894591011344799,2164.8550803835,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2012,97212638,0.938207478743659,2270.52586542601,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2013,98871552,0.992488921383575,2390.12929068713,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2001,79672873,0.891794023795276,1618.81617710988,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2002,81365258,0.876760176929569,1642.93790251345,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2015,102113212,NA,2605.49359885296,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PH,Philippines,2014,100513138,1.05114222978493,2495.5752945948,PHL,East Asia & Pacific,Manila,121.035,14.5515,Lower middle income,IBRD
PK,Pakistan,1996,127349290,0.741639407648052,823.388647034456,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,1997,131057431,0.722670017848893,808.207773861939,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,1995,123776839,0.682551062723455,807.993265545827,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2000,142343578,0.747833829215674,824.732863891439,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2001,145978402,0.741773039822699,820.140313156535,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,1998,134843233,0.724272244347627,805.549392356047,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,1999,138624621,0.724143548785608,812.255610538378,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2004,156664697,0.840018833343162,888.011285632856,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2005,160304008,0.852356024685297,934.391947051063,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2002,149549700,0.762850323337325,826.368419899345,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2003,153093373,0.776618469305004,846.361816862316,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2007,167808105,0.94688380516543,993.551673725814,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2008,171648986,0.926721425549231,987.8456798175,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2009,175525609,0.904916985646237,993.382943724454,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2010,179424641,0.899517870569405,987.409723043923,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2011,183340592,0.883365326975709,992.878139474556,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2012,187281475,0.873000717235915,1006.07328865598,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2013,191262919,0.859160807851102,1028.44108649159,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2014,195306825,0.851472804393805,1054.22797401501,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2015,199426964,NA,1081.29436599486,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PK,Pakistan,2006,164022627,0.890578011532519,969.621801590101,PAK,South Asia,Islamabad,72.8,30.5167,Lower middle income,Blend
PL,Poland,1996,38624370,9.21060990768264,6930.77315157189,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,1997,38649660,9.04338542693519,7373.62829868215,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,1998,38663481,8.41702747872081,7711.14789819515,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,1995,38594998,8.91861572320848,6539.95056132948,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2000,38258629,7.82279832871167,8526.27767951191,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2001,38248076,7.8771122238933,8635.06440277765,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2002,38230364,7.71204098396761,8815.44166986349,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2003,38204570,7.91142198433329,9135.65173149969,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2004,38182222,7.97271580999136,9610.4472571069091,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2005,38165445,7.92702668605069,9950.57655610778,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
PL,Poland,2006,38141267,8.36209746257249,10572.1840305202,POL,Europe & Central Asia,Warsaw,21.02,52.26,High income,IBRD
